,offensiveYN,postId,annId,baseline,expl_baseline,race_political,expl_race_political,demographics,winner
1300,1,3530,69198055,1,[the sentence is offensive][because][it contains a threat of violence and uses colloquial language that may be perceived as aggressive],1,[the sentence is offensive][because][it contains a threat of violence and uses colloquial language that may be perceived as aggressive],"{'race': 'white', 'political': 'conservative'}",both
1301,1,476,63428654,0,[the sentence is not offensive][because][it is a colloquial way to express frustration],0,[the sentence is not offensive][because][it is a colloquial way to express frustration],"{'race': 'white', 'political': 'neutral'}",neither
1302,0,476,69198055,0,[the sentence is not offensive][because][it is a colloquial way to express frustration],0,[the sentence is not offensive][because][it is a colloquial way to express frustration],"{'race': 'white', 'political': 'conservative'}",both
1303,0,3333,86257299,0,[the sentence is not offensive][because][it is a colloquial way to encourage someone to keep shooting],0,"[the sentence is not offensive][because][it is a colloquial way to encourage someone to keep shooting, even if their shot is not good]","{'race': 'white', 'political': 'conservative'}",both
1304,0,3333,93788928,0,[the sentence is not offensive][because][it is a colloquial way to encourage someone to keep shooting],0,"[the sentence is not offensive][because][it is a colloquial way to encourage someone to keep shooting, even if their shot is not good]","{'race': 'white', 'political': 'conservative'}",both
1305,0,3037,86257299,0,[the sentence is not offensive][because][it is a complaint about a phone issue],0,[the sentence is not offensive][because][it is a complaint about a phone issue],"{'race': 'white', 'political': 'conservative'}",both
1306,0,3037,93788928,0,[the sentence is not offensive][because][it is a complaint about a phone issue],0,[the sentence is not offensive][because][it is a complaint about a phone issue],"{'race': 'white', 'political': 'conservative'}",both
1307,1,1347,5428237,1,[the sentence is offensive][because][it contains hate language and stereotypes about people with disabilities],1,[the sentence is offensive][because][it contains hate language and conveys a derogatory message towards people with disabilities],"{'race': 'white', 'political': 'conservative'}",both
1308,1,1347,93788928,1,[the sentence is offensive][because][it contains hate language and stereotypes about people with disabilities],1,[the sentence is offensive][because][it contains hate language and conveys a derogatory message towards people with disabilities],"{'race': 'white', 'political': 'conservative'}",both
1309,1,1624,86257299,1,[the sentence is offensive][because][it uses a racial slur and a derogatory term to describe a group of people],1,[the sentence is offensive][because][it uses a racial slur and a derogatory term to describe a group of people],"{'race': 'white', 'political': 'conservative'}",both
1310,0,3513,91797745,1,[the sentence is offensive][because][it contains hate speech and derogatory language towards a person],1,[the sentence is offensive][because][it contains hate speech and derogatory language towards a person],"{'race': 'white', 'political': 'conservative'}",neither
1311,0,3513,86257299,1,[the sentence is offensive][because][it contains hate speech and derogatory language towards a person],1,[the sentence is offensive][because][it contains hate speech and derogatory language towards a person],"{'race': 'white', 'political': 'conservative'}",neither
1312,1,3557,7288661,1,[the sentence is offensive][because][it contains a derogatory message and a threat],1,[the sentence is offensive][because][it contains a derogatory message and a threat],"{'race': 'white', 'political': 'conservative'}",both
1313,0,2256,5428237,0,[the sentence is not offensive][because][it is a social media post that is not derogatory or explicit],0,[the sentence is not offensive][because][it is a social media post that is not derogatory or discriminatory],"{'race': 'white', 'political': 'conservative'}",both
1314,0,2256,93788928,0,[the sentence is not offensive][because][it is a social media post that is not derogatory or explicit],0,[the sentence is not offensive][because][it is a social media post that is not derogatory or discriminatory],"{'race': 'white', 'political': 'conservative'}",both
1315,1,760,5428237,1,[the sentence is offensive][because][it promotes a conspiracy theory that is widely considered to be antisemitic],1,[the sentence is offensive][because][it promotes a conspiracy theory that is widely considered to be antisemitic],"{'race': 'white', 'political': 'conservative'}",both
1316,1,760,86257299,1,[the sentence is offensive][because][it promotes a conspiracy theory that is widely considered to be antisemitic],1,[the sentence is offensive][because][it promotes a conspiracy theory that is widely considered to be antisemitic],"{'race': 'white', 'political': 'conservative'}",both
1317,1,1724,3793818,1,[the sentence is offensive][because][it perpetuates a racial stereotype],1,[the sentence is offensive][because][it perpetuates a racial stereotype],"{'race': 'white', 'political': 'conservative'}",both
1318,1,1724,83062091,1,[the sentence is offensive][because][it perpetuates a racial stereotype],1,[the sentence is offensive][because][it perpetuates a racial stereotype],"{'race': 'white', 'political': 'neutral'}",both
1319,1,1824,86257299,1,[the sentence is offensive][because][it contains hate speech and racial slurs],1,[the sentence is offensive][because][it contains a racial slur and promotes violence],"{'race': 'white', 'political': 'conservative'}",both
1320,1,1824,93788928,1,[the sentence is offensive][because][it contains hate speech and racial slurs],1,[the sentence is offensive][because][it contains a racial slur and promotes violence],"{'race': 'white', 'political': 'conservative'}",both
1321,0,679,5428237,1,[the sentence is offensive][because][it contains a racial slur and is a derogatory term],1,[the sentence is offensive][because][it contains a racial slur and is a derogatory term],"{'race': 'white', 'political': 'conservative'}",neither
1322,1,679,83062091,1,[the sentence is offensive][because][it contains a racial slur and is a derogatory term],1,[the sentence is offensive][because][it contains a racial slur and is a derogatory term],"{'race': 'white', 'political': 'neutral'}",both
